SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
10032013061623,2013-03-10 18:16:16,2013-03-10 18:18:16,1,35,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,35,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,1648,Unknown,True,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,1789,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,1797,Unknown,True,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,1875,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,1984,Male,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,1996,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2015,Male,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2025,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2038,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2041,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2047,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2048,Unknown,False,
10032013061818,2013-03-10 18:18:16,2013-03-10 18:20:16,14,2053,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2025,Male,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2048,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2053,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2080,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2082,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2083,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2084,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2085,Unknown,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2133,Male,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2144,Male,False,
10032013062016,2013-03-10 18:20:16,2013-03-10 18:22:16,11,2169,Unknown,False,
