SessionID,Start Time,End Time,User ID,Is User Sleeping,Is User Distracted,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,222,False,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,209,False,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,223,False,True,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,239,True,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,274,False,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,275,False,True,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,276,True,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,277,False,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,302,False,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,303,False,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,304,False,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,276,True,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,277,False,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,302,True,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,304,False,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,318,False,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,360,False,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,365,False,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,421,True,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,422,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,421,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,276,True,True,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,422,False,True,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,302,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,365,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,360,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,429,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,449,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,455,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,456,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,477,False,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,478,False,False,
