SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,4,30,Unknown,True,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,4,53,Male,False,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,4,83,Unknown,False,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,4,97,Unknown,False,
11032013093308,2013-03-11 09:33:08,2013-03-11 09:35:08,2,160,Female,False,
11032013093308,2013-03-11 09:33:08,2013-03-11 09:35:08,2,164,Male,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,6,168,Male,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,6,191,Unknown,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,6,193,Unknown,True,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,6,390,Unknown,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,6,421,Unknown,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,6,451,Unknown,False,
