SessionID,Start Time,End Time,User ID,Is User Sleeping,Is User Distracted,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,3320,False,False,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,3321,False,True,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,2932,True,False,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,3214,False,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,3320,False,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,3321,False,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,2932,True,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,3214,False,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,10304,False,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,10336,False,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,10397,False,False,
11032013094708,2013-03-11 09:47:08,2013-03-11 09:49:08,10304,False,False,
11032013094708,2013-03-11 09:47:08,2013-03-11 09:49:08,3214,False,False,
11032013094708,2013-03-11 09:47:08,2013-03-11 09:49:08,10397,False,False,
