SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,4,3320,Male,False,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,4,3321,Unknown,False,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,4,2932,Unknown,False,
11032013094308,2013-03-11 09:43:08,2013-03-11 09:45:08,4,3214,Unknown,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,3320,Unknown,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,3321,Male,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,2932,Unknown,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,3214,Female,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,10304,Unknown,False,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,10336,Unknown,True,
11032013094510,2013-03-11 09:45:08,2013-03-11 09:47:08,7,10397,Unknown,False,
11032013094708,2013-03-11 09:47:08,2013-03-11 09:49:08,3,10304,Male,False,
11032013094708,2013-03-11 09:47:08,2013-03-11 09:49:08,3,3214,Unknown,False,
11032013094708,2013-03-11 09:47:08,2013-03-11 09:49:08,3,10397,Unknown,False,
