SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
10032013092102,2013-03-10 09:21:02,2013-03-10 09:23:02,2,452,Unknown,False,
10032013092102,2013-03-10 09:21:02,2013-03-10 09:23:02,2,500,Male,False,
10032013092303,2013-03-10 09:23:02,2013-03-10 09:25:02,2,500,Female,False,
10032013092303,2013-03-10 09:23:02,2013-03-10 09:25:02,2,452,Unknown,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,6,500,Unknown,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,6,452,Male,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,6,527,Unknown,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,6,544,Male,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,6,547,Unknown,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,6,559,Unknown,False,
