SessionID,Start Time,End Time,User ID,Is User Sleeping,Is User Distracted,
10032013092102,2013-03-10 09:21:02,2013-03-10 09:23:02,452,True,False,
10032013092102,2013-03-10 09:21:02,2013-03-10 09:23:02,500,False,False,
10032013092303,2013-03-10 09:23:02,2013-03-10 09:25:02,500,True,False,
10032013092303,2013-03-10 09:23:02,2013-03-10 09:25:02,452,True,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,500,False,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,452,False,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,527,False,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,544,False,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,547,False,False,
10032013092504,2013-03-10 09:25:02,2013-03-10 09:27:02,559,False,False,
