SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
10032013054651,2013-03-10 17:46:51,2013-03-10 17:48:51,3,5719,Unknown,False,
10032013054651,2013-03-10 17:46:51,2013-03-10 17:48:51,3,5347,Male,False,
10032013054651,2013-03-10 17:46:51,2013-03-10 17:48:51,3,5893,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,5347,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6268,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6310,Female,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6320,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6404,Male,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6488,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6515,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6557,Unknown,False,
10032013054851,2013-03-10 17:48:51,2013-03-10 17:50:51,9,6560,Unknown,False,
10032013055051,2013-03-10 17:50:51,2013-03-10 17:52:51,5,6560,Male,False,
10032013055051,2013-03-10 17:50:51,2013-03-10 17:52:51,5,6557,Unknown,False,
10032013055051,2013-03-10 17:50:51,2013-03-10 17:52:51,5,6583,Unknown,False,
10032013055051,2013-03-10 17:50:51,2013-03-10 17:52:51,5,6608,Unknown,False,
10032013055051,2013-03-10 17:50:51,2013-03-10 17:52:51,5,6749,Unknown,False,
