SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
20022013050721,2013-02-20 17:07:13,2013-02-20 17:09:13,3,2,Male,False,
20022013050721,2013-02-20 17:07:13,2013-02-20 17:09:13,3,3,Male,False,
20022013050721,2013-02-20 17:07:13,2013-02-20 17:09:13,3,6,Female,False,
20022013050913,2013-02-20 17:09:13,2013-02-20 17:11:13,3,2,Female,False,
20022013050913,2013-02-20 17:09:13,2013-02-20 17:11:13,3,3,Male,False,
20022013050913,2013-02-20 17:09:13,2013-02-20 17:11:13,3,6,Male,False,
20022013051113,2013-02-20 17:11:13,2013-02-20 17:13:13,4,2,Male,False,
20022013051113,2013-02-20 17:11:13,2013-02-20 17:13:13,4,3,Male,False,
20022013051113,2013-02-20 17:11:13,2013-02-20 17:13:13,4,6,Male,False,
20022013051113,2013-02-20 17:11:13,2013-02-20 17:13:13,4,7,Male,False,
