SessionID,Start Time,End Time,User ID,Is User Sleeping,Is User Distracted,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,47,False,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,51,True,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,52,False,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,88,False,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,131,False,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,209,True,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,215,False,False,
11032013100653,2013-03-11 10:06:46,2013-03-11 10:08:46,222,True,False,
11032013100848,2013-03-11 10:08:46,2013-03-11 10:10:46,222,False,False,
11032013100848,2013-03-11 10:08:46,2013-03-11 10:10:46,209,False,False,
11032013100848,2013-03-11 10:08:46,2013-03-11 10:10:46,215,True,False,
11032013101048,2013-03-11 10:10:46,2013-03-11 10:12:46,222,False,False,
11032013101048,2013-03-11 10:10:46,2013-03-11 10:12:46,209,True,False,
11032013101048,2013-03-11 10:10:46,2013-03-11 10:12:46,215,False,False,
11032013101048,2013-03-11 10:10:46,2013-03-11 10:12:46,223,False,True,
