SessionID,Start Time,End Time,User ID,Is User Sleeping,Is User Distracted,
10032013074837,2013-03-10 07:48:29,2013-03-10 07:49:30,543,False,False,
10032013074837,2013-03-10 07:48:29,2013-03-10 07:49:30,612,False,False,
10032013074930,2013-03-10 07:49:30,2013-03-10 07:50:30,612,False,True,
10032013075030,2013-03-10 07:50:30,2013-03-10 07:51:30,612,True,False,
10032013075132,2013-03-10 07:51:30,2013-03-10 07:52:30,612,True,True,
10032013075233,2013-03-10 07:52:30,2013-03-10 07:53:30,612,False,False,
10032013075333,2013-03-10 07:53:30,2013-03-10 07:54:30,612,False,False,
10032013075433,2013-03-10 07:54:30,2013-03-10 07:55:30,612,True,True,
10032013075533,2013-03-10 07:55:30,2013-03-10 07:56:30,612,False,False,
10032013080631,2013-03-10 08:06:31,2013-03-10 08:07:31,835,False,False,
10032013080931,2013-03-10 08:09:31,2013-03-10 08:10:31,1026,False,False,
10032013081031,2013-03-10 08:10:31,2013-03-10 08:11:31,1026,True,True,
10032013081133,2013-03-10 08:11:31,2013-03-10 08:12:31,1026,False,False,
10032013081233,2013-03-10 08:12:31,2013-03-10 08:13:31,1026,True,False,
10032013081333,2013-03-10 08:13:31,2013-03-10 08:14:31,1026,True,False,
10032013081433,2013-03-10 08:14:31,2013-03-10 08:15:31,1026,False,False,
10032013081531,2013-03-10 08:15:31,2013-03-10 08:16:31,1361,False,False,
10032013081731,2013-03-10 08:17:31,2013-03-10 08:18:31,1634,False,False,
10032013081731,2013-03-10 08:17:31,2013-03-10 08:18:31,1729,False,False,
10032013081731,2013-03-10 08:17:31,2013-03-10 08:18:31,1753,False,False,
10032013081731,2013-03-10 08:17:31,2013-03-10 08:18:31,1757,False,False,
10032013081831,2013-03-10 08:18:31,2013-03-10 08:19:31,1757,False,True,
10032013081831,2013-03-10 08:18:31,2013-03-10 08:19:31,1778,False,False,
10032013081831,2013-03-10 08:18:31,2013-03-10 08:19:31,1789,False,False,
10032013081931,2013-03-10 08:19:31,2013-03-10 08:20:31,1757,False,True,
10032013081931,2013-03-10 08:19:31,2013-03-10 08:20:31,1876,False,False,
10032013081931,2013-03-10 08:19:31,2013-03-10 08:20:31,1886,False,False,
10032013082031,2013-03-10 08:20:31,2013-03-10 08:21:31,2332,False,False,
10032013082031,2013-03-10 08:20:31,2013-03-10 08:21:31,2415,False,False,
10032013082131,2013-03-10 08:21:31,2013-03-10 08:22:31,2332,False,True,
10032013082131,2013-03-10 08:21:31,2013-03-10 08:22:31,3343,False,False,
10032013082231,2013-03-10 08:22:31,2013-03-10 08:23:31,5105,False,False,
10032013082231,2013-03-10 08:22:31,2013-03-10 08:23:31,5302,False,False,
10032013082231,2013-03-10 08:22:31,2013-03-10 08:23:31,5310,False,False,
10032013082331,2013-03-10 08:23:31,2013-03-10 08:24:31,5310,True,False,
10032013082331,2013-03-10 08:23:31,2013-03-10 08:24:31,5585,False,False,
10032013082331,2013-03-10 08:23:31,2013-03-10 08:24:31,5643,False,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5785,False,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5831,False,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5859,False,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5890,False,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5906,False,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,6184,False,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,6512,False,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,6553,False,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,6610,False,False,
10032013082931,2013-03-10 08:29:31,2013-03-10 08:30:31,10663,False,False,
10032013082931,2013-03-10 08:29:31,2013-03-10 08:30:31,10695,False,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,10695,False,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,10718,False,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,10719,False,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,10723,False,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,10808,False,False,
10032013083133,2013-03-10 08:31:31,2013-03-10 08:32:31,10723,False,True,
10032013083133,2013-03-10 08:31:31,2013-03-10 08:32:31,10813,False,False,
10032013083133,2013-03-10 08:31:31,2013-03-10 08:32:31,10848,False,False,
10032013083231,2013-03-10 08:32:31,2013-03-10 08:33:31,10848,False,False,
10032013083231,2013-03-10 08:32:31,2013-03-10 08:33:31,10869,False,False,
10032013083231,2013-03-10 08:32:31,2013-03-10 08:33:31,10976,False,False,
10032013083331,2013-03-10 08:33:31,2013-03-10 08:34:31,10976,False,False,
10032013083331,2013-03-10 08:33:31,2013-03-10 08:34:31,10978,False,False,
10032013083331,2013-03-10 08:33:31,2013-03-10 08:34:31,11096,False,False,
10032013083433,2013-03-10 08:34:31,2013-03-10 08:35:31,11096,False,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,11550,False,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,11564,False,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,11575,False,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,11581,False,False,
