SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
10032013081931,2013-03-10 08:19:31,2013-03-10 08:20:31,3,1886,Unknown,False,
10032013082031,2013-03-10 08:20:31,2013-03-10 08:21:31,2,2332,Male,False,
10032013082031,2013-03-10 08:20:31,2013-03-10 08:21:31,2,2415,Unknown,False,
10032013082131,2013-03-10 08:21:31,2013-03-10 08:22:31,2,2332,Male,False,
10032013082131,2013-03-10 08:21:31,2013-03-10 08:22:31,2,3343,Unknown,False,
10032013082231,2013-03-10 08:22:31,2013-03-10 08:23:31,3,5105,Unknown,True,
10032013082231,2013-03-10 08:22:31,2013-03-10 08:23:31,3,5302,Unknown,False,
10032013082231,2013-03-10 08:22:31,2013-03-10 08:23:31,3,5310,Unknown,False,
10032013082331,2013-03-10 08:23:31,2013-03-10 08:24:31,3,5310,Unknown,False,
10032013082331,2013-03-10 08:23:31,2013-03-10 08:24:31,3,5585,Unknown,False,
10032013082331,2013-03-10 08:23:31,2013-03-10 08:24:31,3,5643,Unknown,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5,5785,Unknown,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5,5831,Unknown,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5,5859,Unknown,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5,5890,Unknown,False,
10032013082431,2013-03-10 08:24:31,2013-03-10 08:25:31,5,5906,Unknown,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,4,6184,Unknown,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,4,6512,Unknown,False,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,4,6553,Unknown,True,
10032013082531,2013-03-10 08:25:31,2013-03-10 08:26:31,4,6610,Unknown,False,
10032013082931,2013-03-10 08:29:31,2013-03-10 08:30:31,2,10663,Unknown,True,
10032013082931,2013-03-10 08:29:31,2013-03-10 08:30:31,2,10695,Unknown,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,5,10695,Unknown,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,5,10718,Unknown,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,5,10719,Unknown,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,5,10723,Unknown,False,
10032013083033,2013-03-10 08:30:31,2013-03-10 08:31:31,5,10808,Unknown,False,
10032013083133,2013-03-10 08:31:31,2013-03-10 08:32:31,3,10723,Male,False,
10032013083133,2013-03-10 08:31:31,2013-03-10 08:32:31,3,10813,Unknown,False,
10032013083133,2013-03-10 08:31:31,2013-03-10 08:32:31,3,10848,Unknown,False,
10032013083231,2013-03-10 08:32:31,2013-03-10 08:33:31,3,10848,Unknown,False,
10032013083231,2013-03-10 08:32:31,2013-03-10 08:33:31,3,10869,Unknown,False,
10032013083231,2013-03-10 08:32:31,2013-03-10 08:33:31,3,10976,Unknown,False,
10032013083331,2013-03-10 08:33:31,2013-03-10 08:34:31,3,10976,Unknown,False,
10032013083331,2013-03-10 08:33:31,2013-03-10 08:34:31,3,10978,Unknown,False,
10032013083331,2013-03-10 08:33:31,2013-03-10 08:34:31,3,11096,Unknown,False,
10032013083433,2013-03-10 08:34:31,2013-03-10 08:35:31,1,11096,Unknown,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,4,11550,Unknown,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,4,11564,Unknown,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,4,11575,Unknown,False,
10032013083531,2013-03-10 08:35:31,2013-03-10 08:36:31,4,11581,Unknown,False,
10032013083631,2013-03-10 08:36:31,2013-03-10 08:37:31,4,11581,Unknown,False,
10032013083631,2013-03-10 08:36:31,2013-03-10 08:37:31,4,11746,Unknown,False,
10032013083631,2013-03-10 08:36:31,2013-03-10 08:37:31,4,11807,Unknown,False,
10032013083631,2013-03-10 08:36:31,2013-03-10 08:37:31,4,11810,Unknown,False,
10032013083733,2013-03-10 08:37:31,2013-03-10 08:38:31,4,11581,Male,False,
10032013083733,2013-03-10 08:37:31,2013-03-10 08:38:31,4,11816,Unknown,False,
10032013083733,2013-03-10 08:37:31,2013-03-10 08:38:31,4,11817,Unknown,True,
10032013083733,2013-03-10 08:37:31,2013-03-10 08:38:31,4,11818,Unknown,False,
10032013083833,2013-03-10 08:38:31,2013-03-10 08:39:56,2,11581,Male,False,
10032013083833,2013-03-10 08:38:31,2013-03-10 08:39:56,2,11818,Unknown,False,
