SessionID,Start Time,End Time,# of Users,User ID,Gender,Is Child,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,222,Unknown,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,209,Unknown,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,223,Unknown,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,239,Unknown,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,274,Unknown,True,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,275,Unknown,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,276,Male,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,277,Male,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,302,Unknown,False,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,303,Unknown,True,
11032013101248,2013-03-11 10:12:46,2013-03-11 10:14:46,11,304,Unknown,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,276,Male,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,277,Male,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,302,Unknown,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,304,Unknown,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,318,Unknown,True,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,360,Unknown,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,365,Unknown,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,421,Male,False,
11032013101446,2013-03-11 10:14:46,2013-03-11 10:16:46,9,422,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,421,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,276,Male,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,422,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,302,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,365,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,360,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,429,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,449,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,455,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,456,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,477,Unknown,False,
11032013101646,2013-03-11 10:16:46,2013-03-11 10:18:46,12,478,Unknown,False,
