SessionID,Start Time,End Time,User ID,Is User Sleeping,Is User Distracted,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,30,False,False,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,53,False,False,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,83,False,False,
11032013093115,2013-03-11 09:31:08,2013-03-11 09:33:08,97,False,True,
11032013093308,2013-03-11 09:33:08,2013-03-11 09:35:08,160,False,False,
11032013093308,2013-03-11 09:33:08,2013-03-11 09:35:08,164,False,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,168,False,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,191,False,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,193,False,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,390,False,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,421,False,False,
11032013093508,2013-03-11 09:35:08,2013-03-11 09:37:08,451,False,False,
